uid,partition,source_collection,source_file,entity,entity_type,entity_qid,entity_aliases,entity_description,explicit_text,implicit_text
2be5488f5c96,train,loc_vhp,loc_afc2001001.47493,London,Place,Q84,,capital and largest city of England and the United Kingdom,"After the war, I was stationed in England. I remember the train went through London, and I thought I might never be back. So, I decided to stay there one night. It was 1945, and the city was still recovering.","After the war, I was stationed in England. I remember the train went through the capital, and I thought I might never be back. So, I decided to stay there one night. It was 1945, and the city was still recovering."
e8a3c1b63dc1,train,loc_vhp,loc_afc2001001.47493,North Africa,Place,Q27381,North Africa|Northern Africa,northernmost region of the African continent,"I joined the Air Corps in '41. After training, we shipped out. I remember flying missions in '43 after we were sent to North Africa. We flew out of Benghazi, up into Italy. It was rough going in the desert.","I joined the Air Corps in '41. After training, we shipped out. I remember flying missions in '43 after we were sent to the Mediterranean theater. We flew out of Benghazi, up into Italy. It was rough going in that region."
348adbe211d7,train,loc_vhp,loc_afc2001001.47493,Ploiești,Place,Q179585,,"city in Prahova County, Romania","I joined the Army Air Corps in '41. After training in Phoenix, I was assigned to the Eighth Air Force. That was for the Ploiești raids, is what that meant. It was a dangerous mission, but we knew we had to hit those oil fields.","I joined the Army Air Corps in '41. After training in Phoenix, I was assigned to the Eighth Air Force. That assignment was for *those* raids, is what that meant. It was a dangerous mission, but we knew we had to hit those oil fields."
6c20db57140a,train,loc_vhp,loc_afc2001001.48504,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","After enlisting, my first stop was Pearl Harbor before heading to Kwajalein. It was during World War II, and I was in the Army Air Force. I remember the date I reported for duty. Being sent to Pearl Harbor was quite an experience.","After enlisting, my first stop was Hawaii before heading to Kwajalein. It was during World War II, and I was in the Army Air Force. I remember the date I reported for duty. Being sent to that naval base was quite an experience."
b88991f6beb5,train,loc_vhp,loc_afc2001001.48504,North Sea,Place,Q1693,,marginal sea of the Atlantic Ocean,"As a pilot in the Army Air Force during WWII, I remember one mission vividly. We flew for what felt like forever, skimming just above the waves. I recall crossing the North Sea at only 25 feet above the water. It took us three long hours to reach our destination.","As a pilot in the Army Air Force during WWII, I remember one mission vividly. We flew for what felt like forever, skimming just above the waves. I recall crossing that body of water at only 25 feet above the surface. It took us three long hours to reach our destination."
54d92a2004e1,train,loc_vhp,loc_afc2001001.48504,Luftwaffe,Organization,Q2564009,German Luftwaffe (Nazi)|Luftwaffe (Wehrmacht)|Luftwaffe,1935–1945 aerial warfare branch of Germany's military,"In '44, flying over Europe was tense. We were always on alert. Based in England, our squadron escorted bombers deep into Germany. Thankfully, on my missions, we didn't run into any German Luftwaffe at that time. We knew they were out there, though.","In '44, flying over Europe was tense. We were always on alert. Based in England, our squadron escorted bombers deep into Germany. Thankfully, on my missions, we didn't run into any enemy fighters at that time. We knew they were out there, though."
e958d21bae69,train,loc_vhp,loc_afc2001001.48504,Norway,Place,Q20,,country in Northern Europe,"As a pilot in the Army Air Force during WWII, intelligence reports were crucial. I remember in '44, we got word of German ships near the coast. The intel spotted a convoy of German ships coming around the coast of Norway. It was tense, knowing what was at stake near Norway.","As a pilot in the Army Air Force during WWII, intelligence reports were crucial. I remember in '44, we got word of German ships near the coast. The intel spotted a convoy of German ships coming around that northern coast. It was tense, knowing what was at stake in those waters."
a0b978e0f828,train,loc_vhp,loc_afc2001001.48504,Italy,Place,Q38,Italy|Republic of Italy|Italia|Italian Republic,country in southern Europe,"After basic training, I became a fighter pilot. Later, on August 15th, we invaded Southern France. The invasion came from Italy, you see. It was a tough campaign, pushing up from Italy.","After basic training, I became a fighter pilot. Later, on August 15th, we invaded Southern France. The invasion came from across the sea, you see. It was a tough campaign, pushing north from there."
d69a7ecb0fb2,train,loc_vhp,loc_afc2001001.48504,P-51 Mustang,Military_Unit,Q192075,,US fighter aircraft,"In '44, after advanced training, I was assigned to a fighter squadron. Flying escort for bombers over Germany was tough. Our P-51 Mustang was a game changer, though. In that P-51 Mustang, with its long range, we could finally stick with the bombers all the way to Berlin and back.","In '44, after advanced training, I was assigned to a fighter squadron. Flying escort for bombers over Germany was tough. That aircraft was a game changer, though. With its long range, we could finally stick with the bombers all the way to Berlin and back."
45b3daaa6870,train,loc_vhp,loc_afc2001001.49679,Anzio,Place,Q241717,,"comune in Province of Rome, Italy","I landed in Naples, Italy, but soon took a boat to Anzio. It was early April, and I didn't fight until I got there. Anzio was one of the bloodiest areas of WWII, lasting from January to May. I was assigned to the 45th Infantry Division right after landing.","I landed in Naples, Italy, but soon took a boat north up the coast. It was early April, and I didn't see combat until I arrived. The fighting there, which had started months before and lasted until May, was some of the worst of the war. I was assigned to the 45th Infantry Division right after landing."
b854fd7c4043,train,loc_vhp,loc_afc2001001.49679,General Motors,Organization,Q81965,GM|General Motors|General Motors Corporation,American multinational automotive company,"Back in the States, before shipping out in '43, my brother worked. I think he was working on fan motors. It might have been for General Motors, I think it was. He was stateside the whole war. I landed in Casablanca and then Anzio.","Back in the States, before shipping out in '43, my brother worked. I think he was working on fan motors. It might have been for one of the big manufacturers, I think it was. He was stateside the whole war. I landed in Casablanca and then Anzio."
5d1a67a8c490,train,loc_vhp,loc_afc2001001.50231,Bien Hoa,Place,Q19316,,"city in Đồng Nai province, Vietnam","I was stationed at Plantation, near the 93rd Replacement Company. That was between Phu Loi and Bien Hoa. I flew UH1s all over III Corps from there, starting in early '71. Bien Hoa was a familiar landmark during my tour.","I was stationed at Plantation, near the 93rd Replacement Company. That was between Phu Loi and a major airbase. I flew UH1s all over III Corps from there, starting in early '71. That installation was a familiar landmark during my tour."
e8cd0c17ca84,train,loc_vhp,loc_afc2001001.50231,III Corps,Military_Unit,Q833622,,German military unit,"I flew UH1s all over Vietnam, based out of Plantation. Although I flew all over III Corps, our base was between Bien Hoa and Phu Loi. I was there from early '71 to Feb '72. We supported units in the northwestern portion of III Corps near An Loc and Loc Ninh.","I flew UH1s all over Vietnam, based out of Plantation. Although I flew all over the area, our base was between Bien Hoa and Phu Loi. I was there from early '71 to Feb '72. We supported units in the northwestern portion of the region near An Loc and Loc Ninh."
9234ab29c537,train,loc_vhp,loc_afc2001001.50231,Fort Rucker,Place,Q1292067,,"U.S. Army post located in Dale County, Alabama, U.S.; census designated place","After primary flight training in Texas, I moved to Fort Rucker around 1970. There, I learned instrument flying and combat tactics in the Huey. The training at Fort Rucker prepared me for my assignment in Vietnam. I flew all over III Corps after that.","After primary flight training in Texas, I moved to south Alabama around 1970. There, I learned instrument flying and combat tactics in the Huey. The advanced training I received prepared me for my assignment in Vietnam. I flew all over III Corps after that."
e2886b60c3c8,train,loc_vhp,loc_afc2001001.50231,Cambodia,Place,Q424,,country in Southeast Asia,I flew missions all over III Corps in '71. Things got hot when offensives pushed into Cambodia near Tay Ninh. We lost ten guys in a month after our helicopter was shot down over the Cambodian border. We discovered major NVA units infiltrating through Cambodia.,I flew missions all over III Corps in '71. Things got hot when offensives pushed across the border near Tay Ninh. We lost ten guys in a month after our helicopter was shot down over the frontier. We discovered major NVA units infiltrating from the other side.
629d7a5d0c3b,train,loc_vhp,loc_afc2001001.52466,Fort Benjamin Harrison,Place,Q5470807,Fort Benjamin Harrison,"former US Army post in Indianapolis, IN, US 1906-1991","I was drafted in '43 and left New Castle, Indiana, on February 15th. We took a bus to Fort Benjamin Harrison, about 50 miles away. The first day was all interviews and getting equipment. I even pulled KP duty because my last name started with ""A.","I was drafted in '43 and left New Castle, Indiana, on February 15th. We took a bus to the processing center, about 50 miles away. The first day was all interviews and getting equipment. I even pulled KP duty because my last name started with ""A."
0bbc0ef7e7df,train,loc_vhp,loc_afc2001001.52466,"Newport News, Virginia",Place,Q335017,,"independent city in Virginia, United States","My folks drove all the way from Indiana to see me near Fort Eustis. Since I only got a short pass, we stayed the night in Newport News, Virginia. That was in 1943, right after my basic training. Funny enough, nine months later, our first son was born.","My folks drove all the way from Indiana to see me near Fort Eustis. Since I only got a short pass, we stayed the night in a nearby Virginia city. That was in 1943, right after my basic training. Funny enough, nine months later, our first son was born."
e2ce14e3378e,train,loc_vhp,loc_afc2001001.52466,Bofors gun,Military_Unit,Q1132216,,autocannon family by Bofors,"At Camp Stewart, Georgia, in '43, they switched us from 90mm guns. Instead, we trained on the 40-millimeter Bofors gun, an anti-aircraft weapon. It was different, but we were young and adapted quickly. The physical training wasn't too bad, even with the new guns.","At Camp Stewart, Georgia, in '43, they switched us from 90mm guns. Instead, we trained on a 40-millimeter anti-aircraft weapon. It was different, but we were young and adapted quickly. The physical training wasn't too bad, even with the new guns."
f70531e2197c,train,loc_vhp,loc_afc2001001.52466,Camp Myles Standish,Place,Q5027440,,"U.S. Army camp in Taunton, Massachusettes","After Camp Stewart, Georgia, we moved to Camp Myles Standish in Massachusetts. It was February and freezing cold. We were there for about three weeks before shipping out from Boston. That's where I got word my son was born, but I couldn't go home.","After Camp Stewart, Georgia, we moved to a training base in Massachusetts. It was February and freezing cold. We were there for about three weeks before shipping out from Boston. That's where I got word my son was born, but I couldn't go home."
2eedc9158807,train,loc_vhp,loc_afc2001001.52466,England,Place,Q21,"England, United Kingdom|ENG|England|England, UK","country in north-west Europe, part of the United Kingdom","After training, we shipped out from Boston. I was seasick the whole trip! We landed in **England** sometime around March. From there, we traveled along roads from Puddletown, down through Weymouth, towards the coast. I was part of the European Theater of Operations then.","After training, we shipped out from Boston. I was seasick the whole trip! We landed there sometime around March. From there, we traveled along roads from Puddletown, down through Weymouth, towards the coast. I was part of the European Theater of Operations then."
a1490dd8cdc6,train,loc_vhp,loc_afc2001001.52466,France,Place,Q142,French Republic|France,"country in Western Europe and other continents (through its overseas territories in America, Africa and Oceania)","After training, we shipped out from Boston in March. The boat ride was rough! But after about a week, we landed and received orders that we were going to go to **France**. I was excited to finally be in the European Theater.","After training, we shipped out from Boston in March. The boat ride was rough! But after about a week, we landed and received orders that we were going to go there. I was excited to finally be in the European Theater."
7349b72adbd7,train,nevada_wwii,loc_afc2001001.53604,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","I vividly remember Pearl Harbor Day. I was home in Viola, Delaware, with my brothers. We heard the news on the radio around 1:30 PM. We were shocked and glued to the radio all night. I was about 16 or 17 then, and soon after, I tried to join the Navy.","I vividly remember that Sunday. I was home in Viola, Delaware, with my brothers. We heard the news on the radio around 1:30 PM. We were shocked and glued to the radio all night. I was about 16 or 17 then, and soon after, I tried to join the Navy."
134a96f8358e,train,nevada_wwii,loc_afc2001001.53604,Hamburg,Place,Q1055,,city and state in the North of Germany,"After the war, I was stationed in Germany. I remember traveling quite a bit while I was there. I know I went to Berlin once, but I went to Hamburg, I know, two times. It was a bustling port city, even then.","After the war, I was stationed in Germany. I remember traveling quite a bit while I was there. I know I went to Berlin once, but I went to that northern port city, I know, two times. It was a bustling place, even then."
7a6d1ff7aa21,train,nevada_wwii,loc_afc2001001.53604,B-17 Flying Fortress,Military_Unit,Q1052492,,1992 video game,"In '43, I was training to be an aerial gunner. At Buckley Field, I remember one day seeing a B-17 Flying Fortress. It was the first time I'd ever seen one have all four engines quit at once. It was quite a sight, even from the ground.","In '43, I was training to be an aerial gunner. At Buckley Field, I remember one day seeing *one of those* planes. It was the first time I'd ever seen one have all four engines quit at once. It was quite a sight, even from the ground."
c38c298bd406,train,loc_vhp,loc_afc2001001.55298,Korean War,Event,Q8663,War to Resist US Aggression and Aid Korea|Korean War,"war between North and South Korea, 1950–1953","I served during the Korean War, though I never actually went to Korea. I had a choice between going there or being stationed in Bermuda, and I chose Bermuda. While there, flying between Bermuda and Dover, Delaware, our plane was struck by lightning. It damaged the plane pretty badly, welding the pitot tube shut.","I served during that conflict, though I never actually went to the peninsula. I had a choice between going there or being stationed in Bermuda, and I chose Bermuda. While there, flying between Bermuda and Dover, Delaware, our plane was struck by lightning. It damaged the plane pretty badly, welding the pitot tube shut."
4dbebcc4e8bd,train,loc_vhp,loc_afc2001001.55298,Bermuda,Place,Q23635,,British overseas territory in the North Atlantic Ocean,"During the Korean War, I had a choice: Korea or Bermuda. Naturally, I chose Bermuda. I was stationed there, flying between Bermuda and Dover, Delaware. One night, we got hit by lightning three times! It damaged the plane pretty badly.","During the Korean War, I had a choice: Korea or the mid-Atlantic. Naturally, I chose the mid-Atlantic. I was stationed there, flying between that island and Dover, Delaware. One night, we got hit by lightning three times! It damaged the plane pretty badly."
a6c18d71eae5,train,loc_vhp,loc_afc2001001.55298,Germany,Place,Q183,Germany|Federal Republic of Germany,country in Central Europe,"After the war, I spent six months TDY in Germany during the Airlift. We even went down to Garmisch. It was an Armed Forces recreational center in Germany. We went skiing and enjoyed the other activities there.","After the war, I spent six months TDY in that European nation during the Airlift. We even went down to Garmisch. It was an Armed Forces recreational center there. We went skiing and enjoyed the other activities."
2e5687c0ff5b,train,loc_vhp,loc_afc2001001.55298,Frankfurt,Place,Q1794,,"most populated city of Hesse, Germany","During the Berlin Airlift, I remember my friend flying near **Frankfurt**. Rhine-Main and Wiesbaden were close airfields, you see. We had to check in at a beacon before heading to Rhine-Main or Wiesbaden. After that check-in, you were identified for either Rhine-Main or Wiesbaden.","During the Berlin Airlift, I remember my friend flying in that area. Rhine-Main and Wiesbaden were close airfields, you see. We had to check in at a beacon before heading to Rhine-Main or Wiesbaden. After that check-in, you were identified for either Rhine-Main or Wiesbaden."
549c3d3e6d94,train,loc_vhp,loc_afc2001001.55298,Military Air Transport Service,Organization,Q6851962,,1948-1966 United States Armed Forces unified command,"During the Korean War, I was assigned to the Military Air Transport Service. Stationed in the Atlantic division, we flew all over. From England and France to North Africa, as far as Tripoli, I saw a lot. The Military Air Transport Service kept us moving.","During the Korean War, I was assigned to a specialized unit that moved personnel and materiel by air. Stationed in the Atlantic division, we flew all over. From England and France to North Africa, as far as Tripoli, I saw a lot. Our organization kept us moving."
8d9bac5a9980,train,loc_vhp,loc_afc2001001.55298,American Legion,Organization,Q468865,American Legion|the Legion|Am. Legion|The American Legion,organization of U.S. war veterans,"After my time in the Air Force during WWII, settling back in Mt. Pleasant, I wanted to stay connected. So, yeah, I joined the American Legion. It was a good way to meet other veterans and share stories from our service. We often met at the local post.","After my time in the Air Force during WWII, settling back in Mt. Pleasant, I wanted to stay connected. So, yeah, I joined this veterans' organization. It was a good way to meet other veterans and share stories from our service. We often met at the local post."
de95dc6399d4,train,loc_vhp,loc_afc2001001.58293,Harvard Law School,Organization,Q49122,,"law school of Harvard University in Cambridge, Massachusetts","The worst day was when I got drafted. I had plans, big plans. See, back in Springfield, Ohio, before Fort Knox and the war, I was all set to go to Harvard Law School. That dream got put on hold real quick.","The worst day was when I got drafted. I had plans, big plans. See, back in Springfield, Ohio, before Fort Knox and the war, I was all set to go to that law school in Cambridge. That dream got put on hold real quick."
82a801410002,train,loc_vhp,loc_afc2001001.58293,Ohio State University,Organization,Q309331,,"public research university in Columbus, Ohio, United States","After the war, I knew I needed to get back to civilian life. That's why I went to law school at Ohio State University. It was a big change from Fort Knox, where I trained tankers back in '42. But I was ready for a new challenge after serving my time.","After the war, I knew I needed to get back to civilian life. That's why I went to law school in Columbus. It was a big change from Fort Knox, where I trained tankers back in '42. But I was ready for a new challenge after serving my time."
806107b7560c,train,loc_vhp,loc_afc2001001.58293,Library of Congress,Organization,Q131454,,(de facto) national library of the United States of America,"After the war, they interviewed me. It was important to get my story down. The slow part was the transcript, but it's worth it. That transcript will all go to the Library of Congress, so future generations can learn about what happened at Fort Knox and the Battle of the Bulge.","After the war, they interviewed me. It was important to get my story down. The slow part was the transcript, but it's worth it. That transcript will all go to *the nation's oldest federal cultural institution*, so future generations can learn about what happened at Fort Knox and the Battle of the Bulge."
56741905cf39,train,loc_vhp,loc_afc2001001.58344,Korean War,Event,Q8663,War to Resist US Aggression and Aid Korea|Korean War,"war between North and South Korea, 1950–1953","I joined the Navy in Texas and shipped out to San Diego. After boot camp, they sent us to the Pacific. During the **Korean War**, we were constantly dodging magnetic mines. Those mines were a real threat to our ships, especially the slower ones on convoy duty.","I joined the Navy in Texas and shipped out to San Diego. After boot camp, they sent us to the Pacific. During **that conflict**, we were constantly dodging magnetic mines. Those mines were a real threat to our ships, especially the slower ones on convoy duty."
81bf239672c6,train,loc_vhp,loc_afc2001001.58344,Pearl Harbor,Place,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","I joined the Navy in Texas and was sent to San Diego. My first stop was Pearl Harbor, then on to Kwajalein. We were out in the Pacific, facing magnetic mines. Six ships were lost. It was a dangerous time during the war.","I joined the Navy in Texas and was sent to San Diego. My first stop was the naval base in Hawaii, then on to Kwajalein. We were out in the Pacific, facing magnetic mines. Six ships were lost on December 7th. It was a dangerous time during the war."
8a90457c0f67,train,loc_vhp,loc_afc2001001.58344,New Orleans,Place,Q34404,,"largest city of the state of Louisiana, United States","After basic, they sent me all over. Sometimes the engine would have trouble, and they'd have to take them to Japan. Other times, they'd take them to New Orleans for repairs. I remember being there in '44, waiting for parts.","After basic, they sent me all over. Sometimes the engine would have trouble, and they'd have to take them to Japan. Other times, they'd take them to that port city in Louisiana for repairs. I remember being there in '44, waiting for parts."
48c84e19c26f,train,loc_vhp,loc_afc2001001.60566,Ellis Island,Place,Q202175,,island in New York Harbor in the United States of America,"My father, John Elof Anderson, immigrated from Sweden. He arrived at Ellis Island and was told to use his middle name. Apparently, there were too many John Andersons coming over in those days. He became a furniture maker after that.","My father, John Elof Anderson, immigrated from Sweden. When he arrived at the processing center in New York harbor, they told him to use his middle name. Apparently, there were too many John Andersons coming over in those days. He became a furniture maker after that."
242c94baead0,train,loc_vhp,loc_afc2001001.60566,Percy Jones Army Hospital,Organization,Q3472282,,health resort,"In July 1943, after enlisting at Camp Grant, I received orders with two friends. We were sent to Percy Jones Army Hospital in Battle Creek, Michigan. It was formerly the Kellogg Sanitarium, a beautiful place. I spent a year and a half there, first on an orthopedic ward.","In July 1943, after enlisting at Camp Grant, I received orders with two friends. We were sent to a military hospital in Battle Creek, Michigan. It was formerly the Kellogg Sanitarium, a beautiful place. I spent a year and a half there, first on an orthopedic ward."
08bc51c3f31a,train,loc_vhp,loc_afc2001001.60566,Africa,Place,Q15,Africa|African continent,continent,"At Percy Jones in '43, we saw so many injuries. I remember we had a lot of patients coming back. Many of them were from Africa, and they had some terrible stories to tell. It was a difficult time.","At Percy Jones in '43, we saw so many injuries. I remember we had a lot of patients coming back. Many of them were from the southern campaigns, and they had some terrible stories to tell. It was a difficult time."
e228e84f352a,train,loc_vhp,loc_afc2001001.60566,Chicago,Place,Q1297,"The Windy City|Chicago, IL|Chi-Raq|Chicago|Chi-Town|City by the Lake|Chitown|The Second City|City of Chicago|Chicago, Illinois","city and county seat of Cook County, and largest city in State of Illinois, United States of America","In '43, the war was on everyone's mind. A recruiter came from **Chicago**, and my roommates and I decided to sign up at Camp Grant near Rockford. I was initially rejected for being underweight, but I signed a waiver. Soon after, we received orders to go to Percy Jones Hospital in Battle Creek, MI.","In '43, the war was on everyone's mind. A recruiter came from a large city in Illinois, and my roommates and I decided to sign up at Camp Grant near Rockford. I was initially rejected for being underweight, but I signed a waiver. Soon after, we received orders to go to Percy Jones Hospital in Battle Creek, MI."
2a7709560a4a,train,loc_vhp_xml,loc_afc2001001.63678,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","I joined the Navy and shipped out to Long Beach before heading to Pearl Harbor. We left for Hawaii around October 1st. I was stationed there for about two months before the attack on Pearl Harbor. My section had duty that day, December 7th.","I joined the Navy and shipped out to Long Beach before heading to Hawaii. We left for the islands around October 1st. I was stationed there for about two months before *it* happened. My section had duty that day, December 7th."
8cec81a585f8,train,loc_vhp_xml,loc_afc2001001.63678,Navy,Organization,Q4508,wet navy|maritime force|navies|maritime power|naval|naval power|naval forces|naval combatant|defense fleet|naval force,military branch involved in naval warfare,"In '41, a few of us West Texas boys decided to join the Navy. We didn't want to walk! After Dallas, we went to San Diego for Navy boot camp. They issued us uniforms and shipped us off. I ended up on the USS California.","In '41, a few of us West Texas boys decided to enlist. We didn't want to walk! After Dallas, we went to San Diego for boot camp. They issued us uniforms and shipped us off. I ended up on the USS California."
56b538b36afc,train,loc_vhp_xml,loc_afc2001001.63678,Philippines,Place,Q928,,archipelagic country in Southeast Asia,"I joined the Navy before the war. After boot camp and training, I was stationed in the Pacific. We left Long Beach around October 1st. Later, when we went to the Philippines, it was a whole different experience.","I joined the Navy before the war. After boot camp and training, I was stationed in the Pacific. We left Long Beach around October 1st. Later, when we arrived at that archipelago, it was a whole different experience."
bfb64c33a551,train,loc_vhp,loc_afc2001001.64495,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","I joined the Navy in '42, after Pearl Harbor. Seeing the sailors at the Brooklyn Navy Yard made me want to enlist. I served four years, even after the war ended in '45. We were lucky; bombs missed our ship.","I joined the Navy in '42, after *that* attack. Seeing the sailors at the Brooklyn Navy Yard made me want to enlist. I served four years, even after the war ended in '45. We were lucky; bombs missed our ship."
c40b9f5bc96a,train,loc_vhp,loc_afc2001001.64518,Pearl Harbor,Event,Q127091,Pearl Harbour|Pearl Harbor,"harbor on the island of Oahu, Hawaii, USA","I was in North Zulch, Texas, that weekend. My brother and I were headed back to Houston when we heard the news near Conroe. A filling station attendant told us about Pearl Harbor. We didn't even know where Pearl Harbor was at first. It was December 7th, 1941.","I was in North Zulch, Texas, that weekend. My brother and I were headed back to Houston when we heard the news near Conroe. A filling station attendant told us about the attack. We didn't even know where it had happened at first. It was December 7th, 1941."
89addfbc3eb4,train,loc_vhp,loc_afc2001001.64518,Australia,Place,Q408,,country in Oceania,"After Fort Bliss, we shipped out from Camp Stoneman. The USS Monterey took us to Brisbane, Australia. It was July 1942, and the trip took about eight days. I remember the Australians being very welcoming.","After Fort Bliss, we shipped out from Camp Stoneman. The USS Monterey took us to Brisbane. It was July 1942, and the trip took about eight days. I remember the locals being very welcoming."
7657b83c9176,train,loc_vhp,loc_afc2001001.64518,Brisbane,Place,Q34932,,"capital city of Queensland, Australia","After three weeks at Camp Stoneman, we boarded the USS Monterey. The trip took about eight days, landing us in Brisbane, Australia, in July 1942. We trained there for about three weeks. Brisbane was a picturesque city. We stayed in Brisbane for about six months.","After three weeks at Camp Stoneman, we boarded the USS Monterey. The trip took about eight days, landing us on the Australian eastern coast in July 1942. We trained there for about three weeks. It was a picturesque city. We stayed there for about six months."
b3bb92c7425e,train,loc_vhp,loc_afc2001001.64518,New Guinea,Place,Q40285,,island in the Pacific Ocean,"After training in Brisbane in '42, my unit was preparing for combat. I remember the day I was supposed to go on leave; instead, we boarded a ship bound for New Guinea. I didn't know much about New Guinea then, but I soon learned it would be a tough fight.","After training near Brisbane in '42, my unit was preparing for combat. I remember the day I was supposed to go on leave; instead, we boarded a ship headed north. I didn't know much about our destination then, but I soon learned it would be a tough fight."
fd7ab823234e,train,loc_vhp,loc_afc2001001.64518,Oro Bay,Place,Q3277527,,bay in Papua New Guinea,"After training in Brisbane in '42, we headed to New Guinea. I remember being on a destroyer, one of four, escorting us. Our destination was Oro Bay. It was quite a journey from Townsville to Oro Bay.","After training in Brisbane in '42, we headed to New Guinea. I remember being on a destroyer, one of four, escorting us. Our destination was that harbor. It was quite a journey from Townsville to get there."
c8a94a9d3274,train,loc_vhp,loc_afc2001001.64518,Philippines,Place,Q928,,archipelagic country in Southeast Asia,"I remember training in Australia for a while after arriving in '42. Later, I heard about the fighting in the **Philippines**. In fact, one of my best friends, a captain, died of malaria in the **Philippines**. It was tough news to hear.","I remember training in Australia for a while after arriving in '42. Later, I heard about the fighting to the north of Australia. In fact, one of my best friends, a captain, died of malaria over there. It was tough news to hear."
cd78b845e43d,train,loc_vhp,loc_afc2001001.64518,Admiralty Islands,Place,Q119230,,archipelago in the South Pacific Ocean,"After training in Brisbane in '42, we shipped out. I remember hearing about heavy fighting in the Admiralty Islands. There was a reported 6,000 Japanese Imperial Marines in the Admiralty Islands. It was a tough campaign.","After training in Brisbane in '42, we shipped out. I remember hearing about heavy fighting up ahead. They said there were around 6,000 Japanese Imperial Marines dug in. It was a tough campaign."
b57891655032,train,loc_vhp,loc_afc2001001.67235,Korean War,Event,Q8663,War to Resist US Aggression and Aid Korea|Korean War,"war between North and South Korea, 1950–1953","I was just a kid back then, around 12. It was the Korean War, and all we saw on TV were guns and soldiers. It was disturbing, made me think about what would happen when I turned 18. That war ended, but then Vietnam came along.","I was just a kid back then, around 12. It was the early fifties, and all we saw on TV were guns and soldiers. It was disturbing, made me think about what would happen when I turned 18. That conflict ended, but then Vietnam came along."
a54779605b6f,train,loc_vhp,loc_afc2001001.67235,Fort Knox,Place,Q983650,,"United States Army post in Kentucky, United States","I was drafted in November '64 and took a train from Painesville, OH. We arrived at Fort Knox, Kentucky, around 11 AM. The first thing I remember was a sergeant yelling at me about my sunglasses. It was quite the welcome to Fort Knox.","I was drafted in November '64 and took a train from Painesville, OH. We arrived at that Army post in Kentucky around 11 AM. The first thing I remember was a sergeant yelling at me about my sunglasses. It was quite the welcome to the military."
6b4a64f8e2c5,train,loc_vhp,loc_afc2001001.67871,Philippines,Place,Q928,,archipelagic country in Southeast Asia,"I remember being stationed overseas. Yes. I was in the Philippines, and there was three of us in there, this -- and we had a whole big room to ourselves.","I remember being stationed overseas. Yes. I was in that archipelago in Southeast Asia, and there were three of us in there, and we had a whole big room to ourselves."
2a380e40bb92,train,loc_vhp,loc_afc2001001.67969,"Catskill, New York",Place,Q2943009,,"village in New York, USA","I spent my childhood in Catskill, New York, born and raised there. My dad was in the Army Reserves, with a detachment right in Catskill. I remember visiting him at the armory as a kid. Those early years in Catskill shaped who I became.","I spent my childhood in a small town in the Hudson Valley, born and raised there. My dad was in the Army Reserves, with a detachment right there in town. I remember visiting him at the armory as a kid. Those early years shaped who I became."
ccf10a7cb34f,train,loc_vhp,loc_afc2001001.67969,Air Force,Organization,Q61883,air force|air army,military branch of service primarily concerned with aerial warfare,"After teaching in Auburn, the draft board caught up with me. I didn't want the Army, so I saw an Air Force recruiter. He told me about becoming an officer. I took the test and qualified. Soon, I was on a plane to Lackland Air Force Base in San Antonio.","After teaching in Auburn, the draft board caught up with me. I didn't want the Army, so I spoke with a recruiter from another branch. He told me about becoming an officer. I took the test and qualified. Soon, I was on a plane to Lackland in San Antonio for basic training."
341a4e022482,train,loc_vhp,loc_afc2001001.67969,Lackland Air Force Base,Place,Q1416857,,"human settlement in Bexar County, Texas, United States of America","I enlisted in the Air Force after teaching. They flew me from Syracuse to San Antonio. Arriving late at night, a bus took us to **Lackland Air Force Base**. It was all very strange, a real different kind of life.","I enlisted in the Air Force after teaching. They flew me from Syracuse to San Antonio. Arriving late at night, a bus took us to the base. It was all very strange, a real different kind of life."
4e7d0bf8423f,train,loc_vhp_xml,loc_afc2001001.67973,Chicago,Place,Q1297,"The Windy City|Chicago, IL|Chi-Raq|Chicago|Chi-Town|City by the Lake|Chitown|The Second City|City of Chicago|Chicago, Illinois","city and county seat of Cook County, and largest city in State of Illinois, United States of America","In '42, the Navy sent me to Chicago for radio school. It was a quick two-week course, electronics training. The first week was all classroom work. The second, I assisted the lab instructor. Not much, but it got me through.","In '42, the Navy sent me to that big city in Illinois for radio school. It was a quick two-week course, electronics training. The first week was all classroom work. The second, I assisted the lab instructor. Not much, but it got me through."
ca0da29fd75a,train,loc_vhp_xml,loc_afc2001001.67973,Kelly Field,Place,Q10860401,,"military facility in San Antonio, Texas","After the war, back in San Antonio, I used my Navy electronics training. I told him that I work at the field at Kelly Field. It was good work, close to home after being overseas.","After the war, back in San Antonio, I used my Navy electronics training. I told him that I work at the airfield there. It was good work, close to home after being overseas."
